name,tapebert_mlp_pred_result_1,tapebert_mlp_pred_result_2,tapebert_mlp_pred_result_3,tapebert_mlp_pred_result_4,tapebert_mlp_pred_result_5,tapebert_mlp_pred_result_vote,tapebert_svm_pred_result_1,tapebert_svm_pred_result_2,tapebert_svm_pred_result_3,tapebert_svm_pred_result_4,tapebert_svm_pred_result_5,tapebert_svm_pred_result_vote,pssm_cnn_pred_result_1,pssm_cnn_pred_result_2,pssm_cnn_pred_result_3,pssm_cnn_pred_result_4,pssm_cnn_pred_result_5,pssm_cnn_pred_result_vote,hybrid_bilstm_pred_result_1,hybrid_bilstm_pred_result_2,hybrid_bilstm_pred_result_3,hybrid_bilstm_pred_result_4,hybrid_bilstm_pred_result_5,hybrid_bilstm_pred_result_vote
lcl|NC_012442.1_prot_WP_002965709.1_835,0.0,0.0,0.002,0.0,0.001,0.0,0.044,0.04,0.016,0.032,0.02,0.0,0.03,0.022,0.034,0.026,0.022,0.0,0.033,0.0,0.0,0.01,0.001,0.0
lcl|NC_012442.1_prot_WP_004682335.1_836,0.001,0.003,0.007,0.001,0.0,0.0,0.003,0.003,0.004,0.006,0.004,0.0,0.023,0.019,0.015,0.019,0.02,0.0,0.009,0.001,0.004,0.01,0.0,0.0
lcl|NC_012442.1_prot_WP_002968570.1_837,0.0,0.0,0.009,0.0,0.0,0.0,0.011,0.007,0.009,0.007,0.009,0.0,0.019,0.004,0.008,0.004,0.009,0.0,0.004,0.0,0.0,0.006,0.0,0.0
lcl|NC_012442.1_prot_WP_002967212.1_838,0.014,0.014,0.025,0.014,0.013,0.0,0.021,0.019,0.023,0.046,0.019,0.0,0.017,0.011,0.019,0.012,0.006,0.0,0.005,0.0,0.0,0.003,0.001,0.0
lcl|NC_012442.1_prot_WP_004682341.1_839,0.005,0.064,0.068,0.013,0.007,0.0,0.027,0.032,0.027,0.034,0.02,0.0,0.713,0.679,0.67,0.602,0.872,1.0,0.294,0.216,0.171,0.25,0.168,0.0
lcl|NC_012442.1_prot_WP_002965704.1_840,0.598,0.562,0.305,0.555,0.672,0.8,0.162,0.154,0.138,0.195,0.215,0.0,0.743,0.57,0.632,0.558,0.78,1.0,0.831,0.059,0.258,0.194,0.685,0.4
lcl|NC_012442.1_prot_WP_004682343.1_841,0.021,0.053,0.049,0.018,0.046,0.0,0.009,0.014,0.015,0.018,0.012,0.0,0.319,0.139,0.141,0.051,0.217,0.0,0.01,0.003,0.005,0.012,0.001,0.0
lcl|NC_012442.1_prot_WP_005974992.1_842,0.0,0.0,0.005,0.0,0.0,0.0,0.014,0.012,0.01,0.009,0.009,0.0,0.02,0.006,0.017,0.003,0.003,0.0,0.014,0.0,0.0,0.004,0.0,0.0
lcl|NC_012442.1_prot_WP_004685968.1_843,0.0,0.002,0.052,0.0,0.0,0.0,0.033,0.067,0.035,0.01,0.058,0.0,0.011,0.01,0.008,0.011,0.002,0.0,0.024,0.036,0.002,0.007,0.001,0.0
lcl|NC_012442.1_prot_WP_004682346.1_844,0.022,0.133,0.097,0.034,0.023,0.0,0.038,0.018,0.033,0.011,0.043,0.0,0.011,0.01,0.007,0.002,0.002,0.0,0.01,0.018,0.019,0.056,0.015,0.0
lcl|NC_012442.1_prot_WP_014517420.1_845,0.0,0.001,0.01,0.0,0.0,0.0,0.019,0.019,0.021,0.012,0.026,0.0,0.015,0.012,0.009,0.01,0.007,0.0,0.008,0.001,0.0,0.005,0.002,0.0
lcl|NC_012442.1_prot_WP_004685967.1_846,0.0,0.015,0.168,0.018,0.011,0.0,0.084,0.145,0.156,0.104,0.147,0.0,0.051,0.082,0.034,0.035,0.03,0.0,0.51,0.024,0.005,0.573,0.147,0.4
lcl|NC_012442.1_prot_WP_002968574.1_847,0.001,0.002,0.006,0.0,0.009,0.0,0.005,0.006,0.006,0.02,0.012,0.0,0.019,0.008,0.013,0.004,0.003,0.0,0.008,0.001,0.001,0.005,0.008,0.0
lcl|NC_012442.1_prot_WP_002972125.1_848,0.079,0.106,0.154,0.202,0.171,0.0,0.088,0.081,0.053,0.144,0.069,0.0,0.043,0.053,0.044,0.008,0.06,0.0,0.047,0.001,0.003,0.029,0.001,0.0
lcl|NC_012442.1_prot_WP_002968576.1_849,0.005,0.003,0.016,0.006,0.001,0.0,0.024,0.012,0.018,0.015,0.017,0.0,0.104,0.03,0.041,0.022,0.046,0.0,0.016,0.006,0.004,0.023,0.014,0.0
lcl|NC_012442.1_prot_WP_002965694.1_850,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.002,0.0,0.036,0.004,0.022,0.002,0.01,0.0,0.001,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_002969295.1_851,0.003,0.0,0.001,0.003,0.001,0.0,0.002,0.003,0.001,0.002,0.003,0.0,0.107,0.02,0.026,0.007,0.031,0.0,0.005,0.011,0.0,0.003,0.006,0.0
lcl|NC_012442.1_prot_WP_002965691.1_852,0.0,0.0,0.002,0.001,0.004,0.0,0.008,0.011,0.006,0.011,0.005,0.0,0.025,0.01,0.009,0.017,0.004,0.0,0.002,0.0,0.0,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_004685964.1_853,0.0,0.001,0.003,0.002,0.001,0.0,0.024,0.02,0.008,0.015,0.011,0.0,0.039,0.043,0.03,0.011,0.089,0.0,0.005,0.004,0.002,0.002,0.002,0.0
lcl|NC_012442.1_prot_WP_004682355.1_854,0.0,0.002,0.035,0.001,0.001,0.0,0.011,0.011,0.015,0.008,0.013,0.0,0.054,0.028,0.03,0.024,0.006,0.0,0.007,0.0,0.0,0.008,0.0,0.0
lcl|NC_012442.1_prot_WP_002965688.1_855,0.041,0.075,0.095,0.109,0.06,0.0,0.141,0.149,0.168,0.086,0.158,0.0,0.143,0.089,0.067,0.102,0.04,0.0,0.04,0.002,0.007,0.031,0.014,0.0
lcl|NC_012442.1_prot_WP_002965687.1_857,0.001,0.0,0.002,0.001,0.001,0.0,0.004,0.005,0.002,0.004,0.008,0.0,0.024,0.005,0.011,0.002,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004682356.1_858,0.001,0.0,0.002,0.0,0.0,0.0,0.011,0.038,0.014,0.017,0.026,0.0,0.014,0.008,0.036,0.017,0.067,0.0,0.064,0.0,0.002,0.005,0.0,0.0
lcl|NC_012442.1_prot_WP_002965685.1_859,0.001,0.015,0.117,0.024,0.009,0.0,0.014,0.032,0.043,0.019,0.048,0.0,0.61,0.559,0.468,0.365,0.883,0.6,0.372,0.887,0.219,0.636,0.104,0.4
lcl|NC_012442.1_prot_WP_002965683.1_860,0.77,0.824,0.441,0.877,0.858,0.8,0.369,0.412,0.623,0.485,0.512,0.4,0.628,0.807,0.283,0.304,0.319,0.4,0.97,0.176,0.931,0.966,0.776,0.8
lcl|NC_012442.1_prot_WP_002965682.1_861,0.002,0.0,0.043,0.0,0.001,0.0,0.006,0.009,0.008,0.011,0.006,0.0,0.059,0.04,0.067,0.001,0.018,0.0,0.045,0.021,0.003,0.04,0.001,0.0
lcl|NC_012442.1_prot_WP_002972127.1_862,0.649,0.573,0.44,0.219,0.423,0.4,0.38,0.401,0.404,0.34,0.418,0.0,0.22,0.354,0.221,0.15,0.062,0.0,0.566,0.686,0.107,0.22,0.095,0.4
lcl|NC_012442.1_prot_WP_002968831.1_863,0.179,0.193,0.159,0.179,0.141,0.0,0.204,0.184,0.346,0.303,0.281,0.0,0.273,0.243,0.182,0.089,0.394,0.0,0.471,0.559,0.156,0.13,0.015,0.2
lcl|NC_012442.1_prot_WP_002965680.1_864,0.013,0.031,0.024,0.004,0.018,0.0,0.038,0.023,0.046,0.009,0.047,0.0,0.124,0.066,0.048,0.116,0.163,0.0,0.117,0.039,0.063,0.027,0.01,0.0
lcl|NC_012442.1_prot_WP_002965679.1_865,0.0,0.002,0.005,0.001,0.001,0.0,0.006,0.006,0.004,0.006,0.003,0.0,0.031,0.004,0.009,0.004,0.008,0.0,0.0,0.0,0.0,0.003,0.0,0.0
lcl|NC_012442.1_prot_WP_004682358.1_866,0.0,0.001,0.006,0.0,0.002,0.0,0.016,0.004,0.006,0.009,0.01,0.0,0.074,0.045,0.038,0.044,0.04,0.0,0.008,0.002,0.0,0.014,0.001,0.0
lcl|NC_012442.1_prot_WP_002965677.1_867,0.0,0.0,0.003,0.0,0.0,0.0,0.006,0.005,0.002,0.005,0.007,0.0,0.033,0.086,0.074,0.057,0.034,0.0,0.024,0.001,0.0,0.011,0.001,0.0
lcl|NC_012442.1_prot_WP_002965676.1_868,0.061,0.09,0.059,0.052,0.043,0.0,0.054,0.065,0.071,0.1,0.059,0.0,0.016,0.028,0.022,0.011,0.007,0.0,0.057,0.035,0.002,0.017,0.007,0.0
lcl|NC_012442.1_prot_WP_006135623.1_869,0.0,0.001,0.008,0.0,0.0,0.0,0.025,0.014,0.021,0.028,0.016,0.0,0.095,0.047,0.059,0.027,0.055,0.0,0.001,0.0,0.0,0.011,0.001,0.0
lcl|NC_012442.1_prot_WP_004685960.1_870,0.164,0.192,0.06,0.14,0.246,0.0,0.053,0.074,0.062,0.061,0.039,0.0,0.149,0.055,0.105,0.032,0.36,0.0,0.049,0.032,0.068,0.059,0.016,0.0
lcl|NC_012442.1_prot_WP_004685959.1_872,0.008,0.006,0.042,0.006,0.001,0.0,0.011,0.017,0.015,0.006,0.009,0.0,0.056,0.044,0.045,0.029,0.011,0.0,0.006,0.0,0.004,0.004,0.001,0.0
lcl|NC_012442.1_prot_WP_004682375.1_873,0.0,0.0,0.005,0.0,0.001,0.0,0.004,0.002,0.002,0.003,0.002,0.0,0.088,0.06,0.041,0.038,0.04,0.0,0.001,0.0,0.001,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_002965670.1_874,0.0,0.0,0.005,0.0,0.0,0.0,0.012,0.011,0.007,0.013,0.01,0.0,0.032,0.029,0.025,0.035,0.024,0.0,0.061,0.002,0.017,0.047,0.003,0.0
lcl|NC_012442.1_prot_WP_004684800.1_875,0.0,0.002,0.026,0.0,0.0,0.0,0.05,0.033,0.07,0.052,0.035,0.0,0.005,0.003,0.011,0.013,0.002,0.0,0.007,0.001,0.0,0.003,0.001,0.0
lcl|NC_012442.1_prot_WP_004684798.1_876,0.0,0.003,0.007,0.0,0.0,0.0,0.024,0.028,0.029,0.019,0.033,0.0,0.012,0.019,0.013,0.008,0.005,0.0,0.004,0.001,0.001,0.009,0.0,0.0
lcl|NC_012442.1_prot_WP_004682379.1_877,0.001,0.0,0.006,0.001,0.0,0.0,0.04,0.014,0.024,0.046,0.025,0.0,0.056,0.03,0.033,0.006,0.013,0.0,0.044,0.0,0.016,0.086,0.007,0.0
lcl|NC_012442.1_prot_WP_002968928.1_878,0.714,0.615,0.604,0.29,0.849,0.8,0.478,0.575,0.34,0.604,0.67,0.6,0.839,0.729,0.766,0.365,0.774,0.8,0.404,0.082,0.074,0.264,0.637,0.2
lcl|NC_012442.1_prot_WP_002972130.1_879,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.002,0.002,0.008,0.002,0.0,0.093,0.038,0.018,0.007,0.016,0.0,0.02,0.001,0.001,0.008,0.021,0.0
lcl|NC_012442.1_prot_WP_002965665.1_880,0.001,0.001,0.011,0.0,0.001,0.0,0.031,0.02,0.033,0.043,0.03,0.0,0.073,0.053,0.133,0.055,0.044,0.0,0.074,0.007,0.003,0.011,0.001,0.0
lcl|NC_012442.1_prot_WP_004685958.1_881,0.018,0.005,0.073,0.025,0.007,0.0,0.014,0.012,0.012,0.009,0.05,0.0,0.087,0.03,0.069,0.047,0.092,0.0,0.07,0.053,0.001,0.24,0.004,0.0
lcl|NC_012442.1_prot_WP_004682388.1_882,0.0,0.06,0.016,0.137,0.048,0.0,0.028,0.045,0.023,0.051,0.019,0.0,0.156,0.046,0.036,0.174,0.224,0.0,0.047,0.044,0.052,0.173,0.015,0.0
lcl|NC_012442.1_prot_WP_004682391.1_883,0.077,0.218,0.104,0.037,0.132,0.0,0.172,0.153,0.249,0.26,0.168,0.0,0.035,0.038,0.029,0.043,0.014,0.0,0.305,0.502,0.261,0.085,0.411,0.2
lcl|NC_012442.1_prot_WP_004685956.1_884,0.1,0.352,0.324,0.173,0.19,0.0,0.335,0.397,0.421,0.427,0.422,0.0,0.041,0.026,0.039,0.011,0.015,0.0,0.065,0.021,0.016,0.056,0.145,0.0
lcl|NC_012442.1_prot_WP_004682401.1_885,0.011,0.009,0.024,0.025,0.012,0.0,0.023,0.017,0.019,0.013,0.011,0.0,0.034,0.019,0.016,0.003,0.067,0.0,0.001,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_002965659.1_886,0.0,0.001,0.003,0.0,0.0,0.0,0.014,0.02,0.014,0.006,0.024,0.0,0.004,0.002,0.002,0.003,0.002,0.0,0.002,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004682403.1_887,0.0,0.0,0.001,0.002,0.0,0.0,0.006,0.005,0.004,0.006,0.003,0.0,0.03,0.018,0.03,0.035,0.032,0.0,0.0,0.0,0.0,0.001,0.002,0.0
lcl|NC_012442.1_prot_WP_002965657.1_888,0.0,0.001,0.003,0.005,0.001,0.0,0.018,0.021,0.012,0.01,0.016,0.0,0.025,0.02,0.015,0.029,0.023,0.0,0.001,0.0,0.0,0.005,0.001,0.0
lcl|NC_012442.1_prot_WP_006135622.1_889,0.007,0.002,0.003,0.003,0.001,0.0,0.006,0.008,0.005,0.009,0.007,0.0,0.055,0.037,0.008,0.005,0.011,0.0,0.003,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004685954.1_890,0.001,0.0,0.001,0.001,0.001,0.0,0.002,0.002,0.001,0.002,0.003,0.0,0.094,0.059,0.029,0.092,0.014,0.0,0.001,0.002,0.0,0.007,0.011,0.0
lcl|NC_012442.1_prot_WP_004685953.1_891,0.03,0.004,0.027,0.013,0.014,0.0,0.061,0.029,0.047,0.049,0.04,0.0,0.048,0.01,0.015,0.006,0.007,0.0,0.443,0.044,0.026,0.157,0.086,0.0
lcl|NC_012442.1_prot_WP_004682413.1_892,0.0,0.002,0.027,0.001,0.012,0.0,0.016,0.016,0.013,0.04,0.022,0.0,0.103,0.119,0.089,0.057,0.074,0.0,0.003,0.0,0.0,0.002,0.002,0.0
lcl|NC_012442.1_prot_WP_002969290.1_893,0.0,0.001,0.021,0.001,0.0,0.0,0.01,0.006,0.007,0.007,0.005,0.0,0.149,0.164,0.087,0.132,0.112,0.0,0.015,0.006,0.003,0.021,0.0,0.0
lcl|NC_012442.1_prot_WP_005972352.1_894,0.084,0.154,0.22,0.121,0.118,0.0,0.155,0.094,0.1,0.109,0.058,0.0,0.12,0.043,0.078,0.065,0.051,0.0,0.01,0.004,0.005,0.001,0.003,0.0
lcl|NC_012442.1_prot_WP_004682415.1_895,0.098,0.165,0.183,0.1,0.083,0.0,0.105,0.097,0.087,0.065,0.122,0.0,0.55,0.421,0.084,0.135,0.139,0.2,0.085,0.046,0.026,0.163,0.05,0.0
lcl|NC_012442.1_prot_WP_002971188.1_896,0.0,0.0,0.023,0.0,0.0,0.0,0.004,0.011,0.016,0.005,0.012,0.0,0.159,0.045,0.05,0.04,0.141,0.0,0.005,0.001,0.003,0.064,0.0,0.0
lcl|NC_012442.1_prot_WP_002965649.1_897,0.003,0.048,0.03,0.018,0.005,0.0,0.016,0.022,0.016,0.02,0.011,0.0,0.043,0.037,0.021,0.004,0.018,0.0,0.001,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004685951.1_898,0.058,0.144,0.068,0.011,0.005,0.0,0.022,0.04,0.043,0.022,0.043,0.0,0.373,0.236,0.151,0.081,0.038,0.0,0.261,0.23,0.039,0.071,0.215,0.0
lcl|NC_012442.1_prot_WP_004682419.1_899,0.002,0.002,0.005,0.001,0.004,0.0,0.004,0.003,0.003,0.004,0.002,0.0,0.059,0.037,0.041,0.062,0.093,0.0,0.001,0.001,0.001,0.004,0.0,0.0
lcl|NC_012442.1_prot_WP_004682421.1_900,0.0,0.001,0.009,0.0,0.001,0.0,0.007,0.003,0.005,0.006,0.006,0.0,0.047,0.01,0.023,0.031,0.027,0.0,0.001,0.0,0.0,0.049,0.0,0.0
lcl|NC_012442.1_prot_WP_004685950.1_901,0.164,0.385,0.185,0.12,0.049,0.0,0.138,0.127,0.178,0.187,0.161,0.0,0.184,0.107,0.157,0.194,0.159,0.0,0.299,0.588,0.08,0.156,0.085,0.2
lcl|NC_012442.1_prot_WP_004685949.1_902,0.0,0.0,0.009,0.0,0.0,0.0,0.025,0.019,0.018,0.013,0.022,0.0,0.023,0.008,0.005,0.007,0.002,0.0,0.0,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004685948.1_903,0.003,0.0,0.002,0.002,0.002,0.0,0.003,0.003,0.002,0.003,0.005,0.0,0.021,0.003,0.026,0.002,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004682424.1_904,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.002,0.001,0.002,0.003,0.0,0.031,0.006,0.012,0.002,0.007,0.0,0.0,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_002965640.1_905,0.0,0.0,0.005,0.001,0.0,0.0,0.016,0.019,0.012,0.022,0.019,0.0,0.009,0.008,0.019,0.007,0.003,0.0,0.01,0.001,0.0,0.003,0.002,0.0
lcl|NC_012442.1_prot_WP_004682426.1_906,0.0,0.0,0.001,0.0,0.0,0.0,0.005,0.007,0.004,0.008,0.006,0.0,0.009,0.002,0.02,0.002,0.004,0.0,0.004,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004684782.1_907,0.003,0.039,0.123,0.014,0.003,0.0,0.062,0.028,0.072,0.014,0.083,0.0,0.029,0.007,0.016,0.006,0.005,0.0,0.012,0.001,0.006,0.031,0.002,0.0
lcl|NC_012442.1_prot_WP_002965637.1_908,0.0,0.002,0.021,0.002,0.0,0.0,0.046,0.047,0.03,0.05,0.038,0.0,0.034,0.052,0.036,0.001,0.047,0.0,0.257,0.008,0.077,0.186,0.006,0.0
lcl|NC_012442.1_prot_WP_005972336.1_909,0.0,0.0,0.015,0.0,0.0,0.0,0.038,0.037,0.051,0.036,0.036,0.0,0.032,0.019,0.011,0.037,0.013,0.0,0.067,0.0,0.003,0.015,0.008,0.0
lcl|NC_012442.1_prot_WP_004682433.1_910,0.001,0.038,0.047,0.003,0.003,0.0,0.011,0.018,0.023,0.026,0.018,0.0,0.083,0.038,0.122,0.125,0.024,0.0,0.055,0.11,0.004,0.018,0.002,0.0
lcl|NC_012442.1_prot_WP_005972331.1_911,0.0,0.008,0.014,0.008,0.001,0.0,0.017,0.023,0.03,0.052,0.016,0.0,0.021,0.007,0.013,0.024,0.017,0.0,0.014,0.0,0.058,0.045,0.005,0.0
lcl|NC_012442.1_prot_WP_080515087.1_912,0.447,0.458,0.435,0.295,0.166,0.0,0.435,0.434,0.317,0.309,0.376,0.0,0.216,0.34,0.085,0.044,0.184,0.0,0.251,0.227,0.078,0.227,0.115,0.0
lcl|NC_012442.1_prot_WP_002971940.1_913,0.16,0.056,0.092,0.078,0.068,0.0,0.039,0.055,0.065,0.056,0.034,0.0,0.234,0.145,0.139,0.122,0.212,0.0,0.048,0.003,0.004,0.02,0.002,0.0
lcl|NC_012442.1_prot_WP_004682439.1_914,0.0,0.001,0.005,0.0,0.0,0.0,0.032,0.04,0.023,0.009,0.061,0.0,0.013,0.005,0.017,0.012,0.003,0.0,0.004,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_002965630.1_915,0.823,0.834,0.325,0.26,0.916,0.6,0.343,0.394,0.224,0.376,0.166,0.0,0.821,0.848,0.318,0.092,0.716,0.6,0.827,0.973,0.477,0.593,0.96,0.8
lcl|NC_012442.1_prot_WP_004692143.1_917,0.26,0.089,0.123,0.052,0.065,0.0,0.105,0.106,0.096,0.126,0.155,0.0,0.067,0.34,0.032,0.001,0.042,0.0,0.016,0.004,0.001,0.017,0.001,0.0
lcl|NC_012442.1_prot_WP_004685946.1_918,0.008,0.009,0.092,0.006,0.002,0.0,0.071,0.077,0.085,0.09,0.079,0.0,0.005,0.001,0.003,0.002,0.001,0.0,0.007,0.0,0.001,0.003,0.0,0.0
lcl|NC_012442.1_prot_WP_006135616.1_919,0.012,0.0,0.005,0.007,0.0,0.0,0.022,0.019,0.01,0.025,0.021,0.0,0.02,0.04,0.008,0.006,0.007,0.0,0.004,0.0,0.001,0.021,0.002,0.0
lcl|NC_012442.1_prot_WP_002965625.1_920,0.016,0.001,0.009,0.004,0.002,0.0,0.016,0.01,0.013,0.017,0.012,0.0,0.023,0.013,0.008,0.004,0.003,0.0,0.032,0.0,0.002,0.014,0.004,0.0
lcl|NC_012442.1_prot_WP_002967375.1_921,0.019,0.083,0.055,0.048,0.025,0.0,0.062,0.04,0.062,0.057,0.037,0.0,0.159,0.1,0.038,0.06,0.02,0.0,0.031,0.021,0.009,0.081,0.007,0.0
lcl|NC_012442.1_prot_WP_002969378.1_922,0.039,0.012,0.062,0.031,0.012,0.0,0.051,0.062,0.046,0.072,0.039,0.0,0.485,0.55,0.465,0.152,0.408,0.2,0.007,0.0,0.0,0.002,0.002,0.0
lcl|NC_012442.1_prot_WP_004685944.1_923,0.009,0.016,0.12,0.015,0.001,0.0,0.136,0.094,0.104,0.109,0.088,0.0,0.08,0.073,0.128,0.051,0.037,0.0,0.035,0.001,0.0,0.019,0.0,0.0
lcl|NC_012442.1_prot_WP_006135614.1_924,0.0,0.0,0.015,0.001,0.0,0.0,0.005,0.01,0.012,0.009,0.014,0.0,0.191,0.2,0.175,0.221,0.133,0.0,0.006,0.0,0.0,0.007,0.007,0.0
lcl|NC_012442.1_prot_WP_002965620.1_925,0.007,0.003,0.038,0.01,0.002,0.0,0.04,0.037,0.035,0.033,0.039,0.0,0.059,0.049,0.019,0.019,0.024,0.0,0.178,0.004,0.128,0.099,0.084,0.0
lcl|NC_012442.1_prot_WP_002965619.1_926,0.02,0.071,0.061,0.053,0.015,0.0,0.044,0.058,0.06,0.081,0.036,0.0,0.033,0.058,0.028,0.015,0.032,0.0,0.041,0.022,0.025,0.022,0.013,0.0
lcl|NC_012442.1_prot_WP_002965618.1_927,0.0,0.002,0.012,0.002,0.0,0.0,0.005,0.003,0.008,0.002,0.002,0.0,0.008,0.013,0.005,0.001,0.003,0.0,0.0,0.0,0.001,0.006,0.001,0.0
lcl|NC_012442.1_prot_WP_004685942.1_928,0.0,0.0,0.002,0.0,0.0,0.0,0.007,0.006,0.004,0.01,0.004,0.0,0.009,0.003,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_002965616.1_929,0.243,0.044,0.042,0.052,0.0,0.0,0.005,0.008,0.007,0.002,0.015,0.0,0.005,0.001,0.01,0.002,0.0,0.0,0.216,0.015,0.012,0.1,0.001,0.0
lcl|NC_012442.1_prot_WP_004682457.1_930,0.048,0.015,0.077,0.007,0.103,0.0,0.014,0.027,0.015,0.026,0.014,0.0,0.096,0.04,0.059,0.042,0.038,0.0,0.005,0.0,0.007,0.04,0.0,0.0
lcl|NC_012442.1_prot_WP_002965614.1_931,0.055,0.091,0.079,0.044,0.113,0.0,0.021,0.024,0.042,0.032,0.038,0.0,0.15,0.092,0.029,0.042,0.045,0.0,0.134,0.189,0.016,0.107,0.057,0.0
lcl|NC_012442.1_prot_WP_004685941.1_932,0.061,0.015,0.095,0.009,0.018,0.0,0.01,0.01,0.015,0.012,0.007,0.0,0.036,0.195,0.085,0.065,0.025,0.0,0.095,0.001,0.004,0.015,0.009,0.0
lcl|NC_012442.1_prot_WP_004682459.1_933,0.002,0.0,0.025,0.001,0.0,0.0,0.038,0.032,0.036,0.026,0.049,0.0,0.013,0.005,0.006,0.011,0.002,0.0,0.001,0.0,0.0,0.004,0.0,0.0
lcl|NC_012442.1_prot_WP_002968608.1_934,0.001,0.004,0.004,0.001,0.003,0.0,0.014,0.004,0.004,0.011,0.01,0.0,0.022,0.039,0.05,0.013,0.005,0.0,0.003,0.0,0.0,0.002,0.001,0.0
lcl|NC_012442.1_prot_WP_002965610.1_935,0.0,0.0,0.004,0.002,0.009,0.0,0.004,0.007,0.005,0.003,0.005,0.0,0.012,0.002,0.005,0.002,0.014,0.0,0.0,0.0,0.004,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_002965608.1_936,0.0,0.003,0.042,0.001,0.002,0.0,0.011,0.047,0.015,0.026,0.015,0.0,0.077,0.013,0.027,0.035,0.073,0.0,0.003,0.0,0.0,0.004,0.0,0.0
lcl|NC_012442.1_prot_WP_004685940.1_937,0.071,0.472,0.52,0.343,0.065,0.2,0.319,0.424,0.293,0.486,0.492,0.0,0.021,0.015,0.008,0.011,0.003,0.0,0.802,0.929,0.817,0.806,0.385,0.8
lcl|NC_012442.1_prot_WP_002965606.1_938,0.004,0.034,0.082,0.013,0.016,0.0,0.077,0.064,0.076,0.123,0.102,0.0,0.142,0.056,0.097,0.069,0.065,0.0,0.019,0.027,0.157,0.123,0.018,0.0
lcl|NC_012442.1_prot_WP_004685939.1_939,0.0,0.002,0.011,0.002,0.001,0.0,0.02,0.018,0.014,0.01,0.028,0.0,0.066,0.107,0.022,0.017,0.014,0.0,0.004,0.0,0.001,0.009,0.0,0.0
lcl|NC_012442.1_prot_WP_002965604.1_940,0.003,0.002,0.002,0.002,0.002,0.0,0.002,0.002,0.002,0.001,0.002,0.0,0.028,0.006,0.008,0.002,0.001,0.0,0.004,0.0,0.0,0.004,0.0,0.0
lcl|NC_012442.1_prot_WP_004682470.1_941,0.0,0.0,0.002,0.0,0.0,0.0,0.002,0.003,0.003,0.003,0.002,0.0,0.041,0.004,0.01,0.011,0.007,0.0,0.003,0.002,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004682472.1_942,0.056,0.002,0.017,0.007,0.009,0.0,0.008,0.01,0.009,0.015,0.012,0.0,0.025,0.003,0.029,0.013,0.011,0.0,0.002,0.0,0.0,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_004684772.1_943,0.002,0.004,0.005,0.001,0.001,0.0,0.004,0.004,0.005,0.006,0.003,0.0,0.03,0.015,0.017,0.014,0.011,0.0,0.002,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004682476.1_944,0.0,0.0,0.009,0.0,0.003,0.0,0.023,0.022,0.036,0.052,0.021,0.0,0.157,0.13,0.05,0.059,0.04,0.0,0.011,0.0,0.001,0.017,0.004,0.0
lcl|NC_012442.1_prot_WP_002965598.1_946,0.027,0.063,0.045,0.027,0.018,0.0,0.02,0.029,0.019,0.027,0.023,0.0,0.013,0.01,0.012,0.002,0.019,0.0,0.008,0.013,0.001,0.013,0.001,0.0
lcl|NC_012442.1_prot_WP_004682481.1_947,0.002,0.0,0.009,0.002,0.0,0.0,0.01,0.008,0.005,0.012,0.009,0.0,0.052,0.021,0.031,0.039,0.027,0.0,0.031,0.001,0.0,0.006,0.007,0.0
lcl|NC_012442.1_prot_WP_006255375.1_948,0.004,0.032,0.017,0.079,0.084,0.0,0.029,0.02,0.043,0.015,0.008,0.0,0.031,0.075,0.061,0.109,0.07,0.0,0.002,0.002,0.002,0.009,0.001,0.0
lcl|NC_012442.1_prot_WP_002965594.1_950,0.044,0.081,0.078,0.147,0.045,0.0,0.051,0.064,0.071,0.054,0.118,0.0,0.391,0.224,0.168,0.114,0.082,0.0,0.415,0.101,0.178,0.331,0.096,0.0
